     count ,    time(s) ,      dt(s) ,       type ,    meas_px ,     est_px ,      gt_px ,    RMSE_px ,    meas_py ,     est_py ,      gt_py ,    RMSE_py ,     est_vx ,      gt_vx ,    RMSE_vx ,     est_vy ,      gt_vy ,    RMSE_vy ,        NIS ,               
        93 ,       4.65 ,       0.05 ,      Radar ,    19.1911 ,    20.1324 ,    20.0303 ,  0.0665774 ,    11.5493 ,    10.0895 ,    10.1489 ,   0.096421 ,    1.36928 ,    1.08972 ,   0.803102 ,    4.55432 ,    4.73389 ,   0.402288 ,    7.02254 ,               
        94 ,        4.7 ,       0.05 ,      Lidar ,     20.166 ,    20.1825 ,    20.0818 ,  0.0670275 ,    10.4687 ,    10.3553 ,    10.3863 ,  0.0959648 ,    1.22791 ,   0.968259 ,   0.799308 ,    4.63713 ,    4.75666 ,   0.400353 ,   0.785143 ,               
        95 ,       4.75 ,       0.05 ,      Radar ,    19.6774 ,    20.2001 ,    20.1271 ,  0.0670926 ,     10.803 ,    10.5905 ,    10.6247 ,  0.0955273 ,    1.01486 ,   0.845742 ,   0.795321 ,     4.6578 ,    4.77652 ,   0.398447 ,    3.20057 ,               
        96 ,        4.8 ,       0.05 ,      Lidar ,     20.371 ,    20.2597 ,    20.1663 ,  0.0674161 ,    11.0109 ,    10.8591 ,     10.864 ,  0.0950349 ,    0.90854 ,   0.722256 ,   0.791437 ,     4.7296 ,     4.7934 ,    0.39644 ,     1.8704 ,               
        97 ,       4.85 ,       0.05 ,      Radar ,    19.4335 ,    20.2889 ,    20.1993 ,  0.0676783 ,    12.3402 ,     11.113 ,    11.1041 ,  0.0945531 ,   0.772758 ,   0.597892 ,   0.787587 ,    4.77475 ,    4.80727 ,   0.394426 ,     4.8799 ,               
        98 ,        4.9 ,       0.05 ,      Lidar ,    20.3164 ,    20.3232 ,    20.2261 ,  0.0680393 ,    11.3483 ,    11.3517 ,    11.3449 ,  0.0940768 ,   0.659027 ,   0.472738 ,   0.783823 ,    4.79101 ,    4.81807 ,   0.392438 , 0.00301631 ,               
        99 ,       4.95 ,       0.05 ,      Radar ,    19.2063 ,    20.2731 ,    20.2466 ,  0.0677499 ,    12.2418 ,    11.5983 ,    11.5861 ,  0.0936133 ,   0.319316 ,   0.346889 ,   0.779898 ,    4.78362 ,    4.82575 ,   0.390494 ,    11.5714 ,               
       100 ,          5 ,       0.05 ,      Lidar ,    20.6141 ,    20.3437 ,    20.2608 ,  0.0679166 ,    11.9422 ,    11.8404 ,    11.8275 ,  0.0931575 ,   0.290739 ,   0.220439 ,   0.776059 ,    4.80011 ,    4.83027 ,   0.388568 ,    4.41927 ,               
       101 ,       5.05 ,       0.05 ,      Radar ,     19.966 ,     20.367 ,    20.2687 ,  0.0682812 ,    11.9688 ,    12.0749 ,    12.0692 ,  0.0927014 ,   0.240686 ,   0.093487 ,   0.772383 ,    4.81418 ,    4.83159 ,   0.386662 ,    3.37708 ,               
       102 ,        5.1 ,       0.05 ,      Lidar ,    20.3263 ,    20.3554 ,    20.2701 ,  0.0684662 ,    12.4966 ,    12.3577 ,    12.3108 ,  0.0923661 ,  0.0680976 , -0.0338694 ,    0.76869 ,    4.87368 ,    4.82968 ,   0.384805 ,     1.1827 ,               
       103 ,       5.15 ,       0.05 ,      Radar ,    20.0192 ,    20.3076 ,    20.2652 ,  0.0682629 ,    12.4823 ,    12.5958 ,    12.5522 ,  0.0920202 ,  -0.197505 ,  -0.161529 ,   0.764994 ,    4.83874 ,    4.82451 ,   0.382953 ,    3.74137 ,               
       104 ,        5.2 ,       0.05 ,      Lidar ,     20.498 ,    20.3317 ,     20.254 ,  0.0683589 ,    12.8924 ,    12.8372 ,    12.7933 ,  0.0916812 ,  -0.263321 ,   -0.28939 ,   0.761347 ,    4.83707 ,    4.81605 ,   0.381131 ,    1.64027 ,               
       105 ,       5.25 ,       0.05 ,      Radar ,    20.9151 ,    20.3181 ,    20.2363 ,  0.0684981 ,    12.2555 ,    13.0692 ,    13.0339 ,  0.0913123 ,  -0.396481 ,  -0.417348 ,    0.75775 ,    4.81101 ,    4.80428 ,   0.379329 ,    2.14929 ,               
       106 ,        5.3 ,       0.05 ,      Lidar ,    20.1943 ,    20.2828 ,    20.2122 ,  0.0685178 ,    13.1688 ,    13.2857 ,    13.2738 ,  0.0908919 ,  -0.536278 ,  -0.545298 ,   0.754201 ,    4.76546 ,    4.78918 ,   0.377559 ,     1.1261 ,               
       107 ,       5.35 ,       0.05 ,      Radar ,     19.858 ,    20.2433 ,    20.1818 ,  0.0684562 ,    13.5236 ,    13.5202 ,    13.5129 ,  0.0904728 ,  -0.671757 ,  -0.673135 ,   0.750701 ,    4.74644 ,    4.77072 ,   0.375815 ,    1.28657 ,               
       108 ,        5.4 ,       0.05 ,      Lidar ,    20.3245 ,    20.2228 ,    20.1449 ,  0.0685492 ,    13.8896 ,    13.7777 ,    13.7509 ,  0.0900934 ,  -0.778596 ,  -0.800753 ,   0.747253 ,    4.75723 ,    4.74892 ,   0.374087 ,    1.19434 ,               
       109 ,       5.45 ,       0.05 ,      Radar ,    20.3387 ,    20.1668 ,    20.1017 ,  0.0685188 ,    13.5307 ,    14.0057 ,    13.9878 ,  0.0896992 ,  -0.948354 ,  -0.928043 ,   0.743851 ,    4.70995 ,    4.72374 ,   0.372386 ,   0.998942 ,               
       110 ,        5.5 ,       0.05 ,      Lidar ,    20.1216 ,    20.1121 ,    20.0521 ,  0.0684469 ,     14.337 ,    14.2596 ,    14.2233 ,  0.0893607 ,   -1.09082 ,    -1.0549 ,     0.7405 ,    4.70661 ,    4.69521 ,   0.370706 ,   0.334972 ,               
       111 ,       5.55 ,       0.05 ,      Radar ,    19.6717 ,    20.0399 ,    19.9962 ,   0.068266 ,    14.4038 ,    14.4882 ,    14.4573 ,  0.0890087 ,   -1.24289 ,   -1.18121 ,    0.73721 ,    4.66354 ,    4.66331 ,   0.369047 ,    1.44024 ,               
       112 ,        5.6 ,       0.05 ,      Lidar ,     19.781 ,    19.9329 ,     19.934 ,  0.0679633 ,     14.773 ,    14.7407 ,    14.6897 ,  0.0887438 ,   -1.45013 ,   -1.30687 ,   0.734065 ,    4.64266 ,    4.62805 ,   0.367413 ,    1.38259 ,               
       113 ,       5.65 ,       0.05 ,      Radar ,    20.1149 ,    19.8651 ,    19.8655 ,  0.0676646 ,    14.0165 ,     14.959 ,    14.9202 ,  0.0884286 ,   -1.53893 ,   -1.43177 ,   0.730907 ,    4.59762 ,    4.58944 ,   0.365799 ,    3.31877 ,               
       114 ,        5.7 ,       0.05 ,      Lidar ,    20.0208 ,    19.8316 ,    19.7908 ,  0.0674771 ,    15.2053 ,    15.1796 ,    15.1486 ,  0.0880907 ,   -1.58389 ,   -1.55581 ,   0.727727 ,     4.5554 ,    4.54751 ,   0.364206 ,    2.00407 ,               
       115 ,       5.75 ,       0.05 ,      Radar ,    20.0157 ,    19.7008 ,    19.7099 ,  0.0671909 ,    15.3443 ,    15.3914 ,    15.3749 ,  0.0877235 ,   -1.88546 ,   -1.67887 ,   0.724837 ,    4.41847 ,    4.50226 ,   0.362716 ,    8.43365 ,               
       116 ,        5.8 ,       0.05 ,      Lidar ,    19.9131 ,    19.6684 ,    19.6229 ,  0.0670352 ,     15.554 ,    15.5849 ,    15.5989 ,  0.0873573 ,   -1.90318 ,   -1.80085 ,   0.721795 ,      4.346 ,    4.45372 ,     0.3613 ,    3.44891 ,               
       117 ,       5.85 ,       0.05 ,      Radar ,    19.9388 ,    19.5725 ,    19.5298 ,  0.0668664 ,    15.0864 ,    15.7914 ,    15.8203 ,  0.0870268 ,   -2.02075 ,   -1.92164 ,   0.718788 ,    4.27832 ,    4.40193 ,   0.359946 ,    1.34081 ,               
       118 ,        5.9 ,       0.05 ,      Lidar ,    19.4748 ,    19.4694 ,    19.4307 ,  0.0666791 ,    16.0098 ,    16.0046 ,     16.039 ,   0.086718 ,   -2.14448 ,   -2.04114 ,   0.715824 ,    4.21844 ,     4.3469 ,   0.358623 , 0.00300024 ,               
       119 ,       5.95 ,       0.05 ,      Radar ,    19.1556 ,    19.3662 ,    19.3257 ,  0.0665035 ,    16.0022 ,    16.2129 ,    16.2549 ,   0.086441 ,    -2.2254 ,   -2.15925 ,   0.712861 ,    4.17386 ,    4.28868 ,    0.35728 ,    1.72358 ,               
       120 ,          6 ,       0.05 ,      Lidar ,     19.238 ,    19.2557 ,    19.2148 ,  0.0663325 ,    16.2719 ,     16.392 ,    16.4679 ,  0.0863587 ,   -2.33074 ,   -2.27586 ,   0.709927 ,     4.0725 ,    4.22731 ,   0.356079 ,   0.801659 ,               
       121 ,       6.05 ,       0.05 ,      Radar ,    19.4007 ,    19.1366 ,    19.0981 ,  0.0661521 ,    16.2962 ,    16.5897 ,    16.6777 ,   0.086372 ,   -2.44999 ,   -2.39087 ,   0.707031 ,    3.99512 ,    4.16284 ,   0.354941 ,   0.296832 ,               
       122 ,        6.1 ,       0.05 ,      Lidar ,    19.0029 ,    19.0074 ,    18.9757 ,  0.0659446 ,    16.8387 ,    16.7977 ,    16.8841 ,  0.0863727 ,   -2.57239 ,   -2.50418 ,   0.704178 ,    3.93546 ,     4.0953 ,   0.353789 ,   0.095123 ,               
       123 ,       6.15 ,       0.05 ,      Radar ,    18.8373 ,    18.8512 ,    18.8477 ,  0.0656789 ,    17.7112 ,    16.9907 ,    17.0872 ,  0.0864588 ,   -2.78887 ,   -2.61571 ,   0.701505 ,    3.79947 ,    4.02476 ,    0.35294 ,    6.77307 ,               
       124 ,        6.2 ,       0.05 ,      Lidar ,    18.6148 ,    18.6814 ,    18.7142 ,  0.0654813 ,    17.3832 ,    17.2212 ,    17.2866 ,  0.0863106 ,   -2.95941 ,   -2.72534 ,   0.699007 ,    3.75848 ,    3.95127 ,   0.351948 ,    1.75301 ,               
       125 ,       6.25 ,       0.05 ,      Radar ,    18.8177 ,    18.5759 ,    18.5752 ,   0.065221 ,    17.0316 ,    17.4242 ,    17.4822 ,  0.0861228 ,   -2.92574 ,   -2.83299 ,   0.696277 ,    3.76795 ,    3.87489 ,   0.350678 ,    5.89608 ,               
       126 ,        6.3 ,       0.05 ,      Lidar ,    18.1023 ,    18.3644 ,    18.4309 ,  0.0652314 ,    17.5529 ,    17.6127 ,     17.674 ,  0.0859553 ,   -3.12947 ,   -2.93858 ,   0.693737 ,    3.66338 ,    3.79568 ,   0.349492 ,    3.93678 ,               
       127 ,       6.35 ,       0.05 ,      Radar ,    18.2749 ,    18.2278 ,    18.2814 ,  0.0651483 ,    17.4877 ,    17.8027 ,    17.8617 ,  0.0857775 ,   -3.15144 ,     -3.042 ,    0.69109 ,    3.63372 ,    3.71372 ,   0.348196 ,    2.56234 ,               
       128 ,        6.4 ,       0.05 ,      Lidar ,    18.2094 ,    18.0937 ,    18.1268 ,  0.0649606 ,    18.0461 ,    17.9886 ,    18.0453 ,    0.08559 ,   -3.20878 ,   -3.14318 ,    0.68843 ,    3.56645 ,    3.62906 ,   0.346887 ,   0.890676 ,               
       129 ,       6.45 ,       0.05 ,      Radar ,    18.3021 ,    17.9186 ,    17.9671 ,  0.0648504 ,     17.498 ,    18.1452 ,    18.2246 ,  0.0855438 ,    -3.3409 ,   -3.24204 ,   0.685832 ,    3.42706 ,     3.5418 ,   0.345697 ,    1.84055 ,               
       130 ,        6.5 ,       0.05 ,      Lidar ,    17.9018 ,    17.7836 ,    17.8026 ,  0.0646238 ,    18.2183 ,    18.2901 ,    18.3994 ,  0.0857501 ,   -3.37773 ,    -3.3385 ,   0.683218 ,    3.31205 ,    3.45199 ,   0.344592 ,    1.10716 ,               
       131 ,       6.55 ,       0.05 ,      Radar ,    18.8558 ,    17.6492 ,    17.6334 ,  0.0643933 ,    18.1365 ,    18.4717 ,    18.5697 ,  0.0858495 ,   -3.39689 ,   -3.43247 ,   0.680632 ,    3.27413 ,    3.35973 ,   0.343365 ,    6.78081 ,               
       132 ,        6.6 ,       0.05 ,      Lidar ,    17.3845 ,    17.4559 ,    17.4595 ,  0.0641515 ,    18.7039 ,      18.65 ,    18.7353 ,  0.0858458 ,   -3.51616 ,    -3.5239 ,   0.678069 ,    3.20107 ,    3.26509 ,   0.342117 ,   0.464392 ,               
       133 ,       6.65 ,       0.05 ,      Radar ,    17.7945 ,    17.2753 ,     17.281 ,  0.0639137 ,    18.0801 ,    18.7926 ,    18.8962 ,  0.0859912 ,   -3.60989 ,   -3.61271 ,   0.675534 ,    3.07567 ,    3.16817 ,   0.340932 ,     1.6939 ,               
       134 ,        6.7 ,       0.05 ,      Lidar ,    17.1762 ,    17.1118 ,    17.0983 ,  0.0636872 ,    18.8863 ,    18.9299 ,    19.0521 ,  0.0863147 ,   -3.66051 ,   -3.69883 ,   0.673035 ,     2.9644 ,    3.06904 ,   0.339786 ,   0.350076 ,               
       135 ,       6.75 ,       0.05 ,      Radar ,    16.9398 ,    16.9446 ,    16.9113 ,   0.063517 ,    19.7311 ,    19.0998 ,     19.203 ,  0.0864506 ,   -3.70257 ,   -3.78221 ,   0.670591 ,    2.92156 ,     2.9678 ,   0.338558 ,    3.13864 ,               
       136 ,        6.8 ,       0.05 ,      Lidar ,    16.5734 ,    16.7279 ,    16.7201 ,  0.0632883 ,     19.052 ,    19.2147 ,    19.3488 ,  0.0868928 ,   -3.81621 ,   -3.86278 ,   0.668151 ,    2.77164 ,    2.86455 ,   0.337413 ,     2.6503 ,               
       137 ,       6.85 ,       0.05 ,      Radar ,    16.1674 ,    16.5387 ,    16.5251 ,  0.0630692 ,    20.2201 ,    19.3677 ,    19.4894 ,  0.0871946 ,   -3.88999 ,    -3.9405 ,    0.66574 ,     2.6921 ,    2.75938 ,   0.336237 ,      3.226 ,               
       138 ,        6.9 ,       0.05 ,      Lidar ,    16.2338 ,    16.3162 ,    16.3262 ,  0.0628477 ,    19.6171 ,    19.5257 ,    19.6246 ,  0.0872851 ,   -4.00189 ,   -4.01531 ,   0.663342 ,    2.61819 ,    2.65237 ,   0.335038 ,   0.874567 ,               
       139 ,       6.95 ,       0.05 ,      Radar ,    16.4366 ,    16.0935 ,    16.1237 ,  0.0626749 ,    18.2742 ,    19.6108 ,    19.7545 ,  0.0878171 ,   -4.10807 ,   -4.08716 ,   0.660971 ,     2.4184 ,    2.54364 ,   0.334007 ,    9.99015 ,               
       140 ,          7 ,       0.05 ,      Lidar ,    15.9243 ,    15.8888 ,    15.9176 ,  0.0624993 ,    19.8703 ,    19.7537 ,    19.8789 ,  0.0881389 ,   -4.17458 ,   -4.15602 ,   0.658625 ,    2.34296 ,    2.43329 ,   0.332908 ,     0.7929 ,               
       141 ,       7.05 ,       0.05 ,      Radar ,    16.2328 ,    15.6993 ,    15.7082 ,  0.0622833 ,    19.2166 ,    19.8776 ,    19.9978 ,  0.0884051 ,   -4.17395 ,   -4.22185 ,   0.656314 ,    2.29588 ,    2.32141 ,    0.33174 ,    3.33727 ,               
       142 ,        7.1 ,       0.05 ,      Lidar ,    15.4332 ,    15.4707 ,    15.4956 ,  0.0621002 ,    20.1836 ,    20.0278 ,     20.111 ,    0.08837 ,   -4.26364 ,   -4.28461 ,   0.654017 ,     2.2411 ,     2.2081 ,    0.33059 ,    1.43645 ,               
       143 ,       7.15 ,       0.05 ,      Radar ,    14.3677 ,    15.2612 ,    15.2799 ,  0.0619039 ,    21.3406 ,    20.1683 ,    20.2185 ,  0.0881622 ,   -4.30548 ,   -4.34427 ,    0.65175 ,     2.1985 ,    2.09347 ,   0.329556 ,    5.83398 ,               
       144 ,        7.2 ,       0.05 ,      Lidar ,    15.2016 ,    15.0704 ,    15.0613 ,  0.0616947 ,    20.4385 ,    20.2998 ,    20.3203 ,  0.0878741 ,   -4.32444 ,    -4.4008 ,    0.64953 ,    2.13993 ,    1.97763 ,   0.328694 ,    1.91976 ,               
       145 ,       7.25 ,       0.05 ,      Radar ,    14.7476 ,    14.8411 ,      14.84 ,  0.0614831 ,    19.9571 ,    20.3835 ,    20.4162 ,  0.0876144 ,   -4.39529 ,    -4.4542 ,    0.64732 ,    1.98895 ,    1.86068 ,   0.327739 ,    2.02153 ,               
       146 ,        7.3 ,       0.05 ,      Lidar ,    14.6665 ,    14.6249 ,    14.6161 ,  0.0612779 ,    20.6088 ,    20.5022 ,    20.5063 ,  0.0873165 ,   -4.43951 ,   -4.50443 ,   0.645137 ,    1.91726 ,    1.74272 ,   0.326939 ,   0.694329 ,               
       147 ,       7.35 ,       0.05 ,      Radar ,     13.841 ,    14.3899 ,    14.3897 ,  0.0610706 ,    21.0031 ,    20.5898 ,    20.5904 ,  0.0870211 ,   -4.51451 ,   -4.55149 ,   0.642961 ,    1.77445 ,    1.62386 ,   0.326068 ,    1.23134 ,               
       148 ,        7.4 ,       0.05 ,      Lidar ,    14.0521 ,    14.1435 ,    14.1611 ,  0.0608824 ,    20.5924 ,    20.6645 ,    20.6686 ,  0.0867292 ,   -4.58252 ,   -4.59537 ,     0.6408 ,    1.63701 ,    1.50421 ,   0.325154 ,   0.718579 ,               
       149 ,       7.45 ,       0.05 ,      Radar ,    13.8232 ,    13.9074 ,    13.9304 ,   0.060708 ,     20.859 ,    20.7363 ,    20.7408 ,  0.0864404 ,    -4.6414 ,   -4.63606 ,   0.638661 ,    1.48657 ,    1.38386 ,   0.324177 ,   0.380449 ,               
       150 ,        7.5 ,       0.05 ,      Lidar ,    13.4686 ,    13.6352 ,    13.6977 ,  0.0607198 ,    20.7253 ,    20.8002 ,     20.807 ,  0.0861554 ,   -4.73046 ,   -4.67357 ,    0.63656 ,    1.34058 ,    1.26294 ,   0.323163 ,    1.79811 ,               
       151 ,       7.55 ,       0.05 ,      Radar ,    13.8263 ,    13.3873 ,    13.4632 ,  0.0608326 ,    20.4261 ,    20.8326 ,    20.8671 ,  0.0859172 ,   -4.79741 ,   -4.70789 ,   0.634504 ,    1.10937 ,    1.14153 ,   0.322109 ,     2.5724 ,               
       152 ,        7.6 ,       0.05 ,      Lidar ,    13.1072 ,    13.1407 ,    13.2271 ,  0.0610346 ,    20.8294 ,     20.876 ,    20.9211 ,  0.0857133 ,   -4.83246 ,   -4.73904 ,   0.632472 ,   0.957815 ,    1.01975 ,   0.321094 ,   0.173286 ,               
       153 ,       7.65 ,       0.05 ,      Radar ,    13.2669 ,    12.9082 ,    12.9895 ,  0.0611878 ,    21.1579 ,    20.9338 ,     20.969 ,  0.0854816 ,    -4.8484 ,   -4.76702 ,   0.630449 ,   0.846109 ,   0.897694 ,   0.320076 ,    1.73119 ,               
       154 ,        7.7 ,       0.05 ,      Lidar ,    12.8729 ,     12.705 ,    12.7506 ,  0.0610999 ,    21.0592 ,    20.9806 ,    21.0108 ,  0.0852401 ,   -4.81949 ,   -4.79186 ,   0.628416 ,   0.734972 ,   0.775469 ,   0.319059 ,    1.85021 ,               
       155 ,       7.75 ,       0.05 ,      Radar ,    11.5171 ,    12.4529 ,    12.5106 ,  0.0610786 ,    21.6724 ,    21.0205 ,    21.0465 ,   0.084992 ,   -4.85895 ,   -4.81358 ,   0.626409 ,   0.598913 ,   0.653175 ,   0.318064 ,    2.61451 ,               
       156 ,        7.8 ,       0.05 ,      Lidar ,    12.2062 ,    12.2065 ,    12.2695 ,  0.0610912 ,      21.11 ,    21.0587 ,    21.0761 ,  0.0847322 ,   -4.88157 ,   -4.83219 ,   0.624424 ,   0.481429 ,   0.530912 ,   0.317074 ,    0.14342 ,               
       157 ,       7.85 ,       0.05 ,      Radar ,    12.3859 ,    11.9668 ,    12.0276 ,   0.061089 ,    21.1066 ,    21.0787 ,    21.0996 ,  0.0844801 ,   -4.89332 ,   -4.84773 ,   0.622455 ,   0.329921 ,   0.408778 ,   0.316131 ,    1.00748 ,               
       158 ,        7.9 ,       0.05 ,      Lidar ,    11.6814 ,    11.7227 ,     11.785 ,  0.0610966 ,    20.8651 ,     21.052 ,     21.117 ,  0.0843715 ,   -4.88632 ,   -4.86022 ,   0.620498 ,   0.126002 ,   0.286869 ,   0.315394 ,    1.95747 ,               
       159 ,       7.95 ,       0.05 ,      Radar ,    11.5265 ,    11.4743 ,    11.5418 ,  0.0611383 ,    20.6748 ,    21.0388 ,    21.1283 ,  0.0844042 ,   -4.88978 ,   -4.86971 ,   0.618558 , -0.0487243 ,   0.165281 ,   0.314862 ,    1.13274 ,               
       160 ,          8 ,       0.05 ,      Lidar ,     11.363 ,    11.2566 ,    11.2982 ,  0.0610362 ,    21.0688 ,     21.034 ,    21.1335 ,  0.0845068 ,   -4.85153 ,   -4.87623 ,   0.616637 ,  -0.183392 ,  0.0441057 ,   0.314394 ,   0.684167 ,               
       161 ,       8.05 ,       0.05 ,      Radar ,    10.5558 ,    11.0013 ,    11.0544 ,  0.0609903 ,    20.5567 ,    20.9958 ,    21.1327 ,  0.0849292 ,   -4.85323 ,   -4.87982 ,   0.614734 ,  -0.376673 ,  -0.076565 ,   0.314308 ,    4.22037 ,               
       162 ,        8.1 ,       0.05 ,      Lidar ,    10.8903 ,     10.789 ,    10.8105 ,  0.0608262 ,     20.927 ,    20.9594 ,    21.1259 ,  0.0856662 ,   -4.79424 ,   -4.88053 ,   0.612883 ,   -0.53764 ,  -0.196643 ,   0.314478 ,   0.657432 ,               
       163 ,       8.15 ,       0.05 ,      Radar ,    9.30535 ,    10.5414 ,    10.5666 ,  0.0606723 ,    21.3896 ,    20.9563 ,    21.1131 ,  0.0862781 ,   -4.78183 ,    -4.8784 ,   0.611058 ,  -0.588145 ,   -0.31604 ,   0.314237 ,    5.37712 ,               
       164 ,        8.2 ,       0.05 ,      Lidar ,     10.189 ,    10.2659 ,    10.3229 ,  0.0606507 ,     21.209 ,    20.9804 ,    21.0943 ,  0.0864721 ,   -4.83587 ,   -4.87349 ,   0.609211 ,  -0.633688 ,  -0.434674 ,   0.313666 ,     3.2888 ,               
       165 ,       8.25 ,       0.05 ,      Radar ,    9.97958 ,    10.0273 ,    10.0795 ,  0.0606034 ,    21.2932 ,    20.9615 ,    21.0697 ,   0.086619 ,    -4.8177 ,   -4.86585 ,   0.607384 ,  -0.731243 ,  -0.552463 ,   0.313028 ,    1.01467 ,               
       166 ,        8.3 ,       0.05 ,      Lidar ,    9.99634 ,    9.82993 ,    9.83658 ,  0.0604238 ,    20.9797 ,    20.9229 ,    21.0391 ,  0.0868265 ,   -4.73877 ,   -4.85554 ,   0.605631 ,  -0.854038 ,  -0.669327 ,   0.312417 ,    1.69385 ,               
       167 ,       8.35 ,       0.05 ,      Radar ,    9.38223 ,    9.59697 ,    9.59422 ,  0.0602441 ,     21.111 ,    20.9121 ,    21.0028 ,    0.08685 ,   -4.70715 ,   -4.84262 ,   0.603916 ,  -0.865319 ,  -0.785189 ,   0.311547 ,    2.53831 ,               
       168 ,        8.4 ,       0.05 ,      Lidar ,    9.53921 ,    9.40069 ,    9.35258 ,  0.0601795 ,    20.8762 ,    20.8597 ,    20.9607 ,  0.0869401 ,   -4.62907 ,   -4.82714 ,   0.602319 ,  -0.990956 ,  -0.899977 ,   0.310702 ,    1.09649 ,               
       169 ,       8.45 ,       0.05 ,      Radar ,    9.63392 ,    9.17847 ,    9.11177 ,  0.0602199 ,    20.9724 ,    20.8189 ,    20.9128 ,  0.0869832 ,   -4.59532 ,   -4.80919 ,   0.600769 ,   -1.08772 ,   -1.01362 ,   0.309839 ,    1.50136 ,               
       170 ,        8.5 ,       0.05 ,      Lidar ,    8.70331 ,    8.89205 ,    8.87192 ,  0.0600633 ,    20.8221 ,    20.7839 ,    20.8594 ,  0.0869205 ,   -4.65478 ,   -4.78881 ,   0.599098 ,   -1.16912 ,   -1.12605 ,    0.30895 ,    2.16806 ,               
       171 ,       8.55 ,       0.05 ,      Radar ,    9.84634 ,    8.67587 ,    8.63315 ,   0.059977 ,     20.009 ,     20.706 ,    20.8003 ,  0.0869654 ,   -4.59642 ,   -4.76608 ,   0.597493 ,   -1.31327 ,    -1.2372 ,   0.308105 ,    4.40299 ,               
       172 ,        8.6 ,       0.05 ,      Lidar ,    8.22277 ,    8.40372 ,    8.39557 ,  0.0598066 ,    20.4839 ,    20.6207 ,    20.7358 ,   0.087154 ,   -4.61504 ,   -4.74108 ,   0.595841 ,   -1.45769 ,   -1.34701 ,   0.307328 ,    2.73804 ,               
       173 ,       8.65 ,       0.05 ,      Radar ,    8.29647 ,    8.17559 ,     8.1593 ,  0.0596473 ,    20.4978 ,    20.5411 ,    20.6657 ,  0.0874151 ,   -4.57425 ,   -4.71387 ,   0.594221 ,   -1.58562 ,   -1.45542 ,   0.306603 ,  0.0644779 ,               
       174 ,        8.7 ,       0.05 ,      Lidar ,    7.88599 ,    7.93431 ,    7.92445 ,  0.0594813 ,      20.45 ,    20.4604 ,    20.5903 ,  0.0877165 ,   -4.55275 ,   -4.68453 ,   0.592604 ,   -1.69887 ,   -1.56237 ,     0.3059 ,   0.137455 ,               
       175 ,       8.75 ,       0.05 ,      Radar ,    8.29081 ,    7.71779 ,    7.69111 ,  0.0593462 ,    20.6565 ,    20.3751 ,    20.5096 ,  0.0880522 ,   -4.50004 ,   -4.65313 ,   0.591031 ,   -1.83666 ,   -1.66781 ,   0.305295 ,    3.43521 ,               
       176 ,        8.8 ,       0.05 ,      Lidar ,    7.18029 ,     7.4163 ,    7.45939 ,  0.0592669 ,     20.392 ,     20.315 ,    20.4237 ,  0.0881821 ,   -4.58015 ,   -4.61975 ,   0.589367 ,   -1.89444 ,    -1.7717 ,   0.304571 ,    3.67292 ,               
       177 ,       8.85 ,       0.05 ,      Radar ,    7.09214 ,    7.18661 ,    7.22939 ,   0.059187 ,    20.1196 ,    20.2179 ,    20.3326 ,  0.0883533 ,     -4.534 ,   -4.58448 ,   0.587721 ,    -1.9962 ,   -1.87399 ,   0.303852 ,    0.24135 ,               
       178 ,        8.9 ,       0.05 ,      Lidar ,    6.81542 ,    6.92371 ,    7.00119 ,  0.0593049 ,    20.1859 ,    20.1347 ,    20.2364 ,  0.0884332 ,   -4.54839 ,   -4.54738 ,   0.586077 ,   -2.07248 ,   -1.97462 ,   0.303091 ,   0.862281 ,               
       179 ,       8.95 ,       0.05 ,      Radar ,    6.89359 ,    6.70065 ,     6.7749 ,  0.0593983 ,    20.1536 ,    20.0423 ,    20.1352 ,  0.0884587 ,   -4.49888 ,   -4.50854 ,   0.584447 ,   -2.14215 ,   -2.07357 ,   0.302291 ,    0.52722 ,               
       180 ,          9 ,       0.05 ,      Lidar ,    6.38914 ,    6.45232 ,    6.55059 ,  0.0596827 ,    20.0137 ,     19.951 ,    20.0292 ,  0.0884052 ,   -4.49344 ,   -4.46805 ,   0.582834 ,   -2.21437 ,   -2.17079 ,   0.301472 ,   0.472306 ,               
       181 ,       9.05 ,       0.05 ,      Radar ,    6.67637 ,    6.23693 ,    6.32834 ,  0.0599029 ,    20.2142 ,     19.857 ,    19.9183 ,   0.088279 ,   -4.43927 ,   -4.42598 ,   0.581231 ,   -2.28275 ,   -2.26625 ,   0.300645 ,    2.85228 ,               
       182 ,        9.1 ,       0.05 ,      Lidar ,    5.86119 ,    5.97477 ,    6.10823 ,  0.0605481 ,    19.8306 ,    19.7634 ,    19.8027 ,  0.0880854 ,   -4.46034 ,   -4.38241 ,   0.579669 ,   -2.34065 ,   -2.35993 ,   0.299826 ,    1.05249 ,               
       183 ,       9.15 ,       0.05 ,      Radar ,    5.28178 ,    5.74747 ,    5.89034 ,  0.0612949 ,    19.5036 ,    19.6189 ,    19.6824 ,  0.0879704 ,   -4.40549 ,   -4.33744 ,   0.578114 ,   -2.51281 ,   -2.45178 ,   0.299044 ,    1.89449 ,               
